test_file,test_speaker,19,26,27,jill,sahil,sidali,zeyneb,karim,result,correct
data/wav/test/karim_input.wav,karim,1.2606433801486518,0.651948678149723,0.5954030535975948,1.096009782993418,0.3948854227322549,1.017579641761483,1.322269584755798,0.07672506690775571,karim,1.0
